"gdp_pps","unemployment","life_expectancy","disposable_income","poverty_risk","early_school_leaving","tertiary_edu","emp_agriculture","emp_industry","emp_services","rd_expenditure","pop_density","renewables_share","ghg_emissions","municipal_waste","geo","country"
20300,14.6,82.2,62,32,17.6,15.8,8.70970485668113,14.5955600918602,25.5847580165008,0.86,204.3,18.888,312434637.88,495,"ITF4","IT"
23900,8.3,82.7,73,31.8,8.7,17.6,8.20652173913043,19.8913043478261,20.6521739130435,0.54,54.8,18.888,312434637.88,495,"ITF5","IT"
18400,18,81.7,56,40,14,16.2,12.9787656281008,8.89065290732288,26.6521135145862,0.59,123.7,18.888,312434637.88,495,"ITF6","IT"
19100,18.7,81.3,59,42.5,21.2,14.8,8.87179084556803,9.49203109052367,26.4190939781738,0.92,188.9,18.888,312434637.88,495,"ITG1","IT"
22500,13.5,83,69,33.7,13.2,17.4,5.83058305830583,8.26916024935827,28.3094976164283,0.83,67.3,18.888,312434637.88,495,"ITG2","IT"
49800,3.8,83.8,153,9.2,12.9,17.6,5.71192052980133,15.976821192053,28.2698675496689,0.83,72.4,18.888,312434637.88,495,"ITH1","IT"
39400,4.8,84.2,121,16.3,8.8,21.8,4.02423193422761,19.2990047598442,21.549112938122,1.48,88.3,18.888,312434637.88,495,"ITH2","IT"
35000,5.3,83.6,107,16.9,9.3,19.7,2.7206173328057,29.0215670755837,23.4072022160665,1.27,281,18.888,312434637.88,495,"ITH3","IT"
33800,5.7,82.5,104,16,8.6,21.2,2.72507064997981,25.6156641098103,23.3144933387162,1.66,159,18.888,312434637.88,495,"ITH4","IT"
38100,5.5,83.2,117,11.2,9.9,23.3,3.28764245575337,27.4250301979938,22.6563730896487,2.16,201.5,18.888,312434637.88,495,"ITH5","IT"
32500,7.5,83.4,100,16.7,11.1,20.8,2.8765374017071,21.1640567242422,25.4183748907857,1.58,161.9,18.888,312434637.88,495,"ITI1","IT"
26700,6.6,83.4,82,16.6,12,22.5,2.72407732864675,21.8219097832455,25.2489748096075,0.98,104.5,18.888,312434637.88,495,"ITI2","IT"
28900,7.1,83.2,89,11.5,7.9,21.6,3.19879417183051,27.8680288058952,23.094958968347,1,160.4,18.888,312434637.88,495,"ITI3","IT"
35800,10,82.9,110,25.6,9.2,26.1,2.78411684162483,9.89502510269284,24.3313555454131,2,338.7,18.888,312434637.88,495,"ITI4","IT"
30100,4.8,74.6,131,16.1,5.7,60.6,1.03710532380733,14.3351002535146,26.8034109241761,1.66,87.6,28.167,22195399.12,479,"LT01","LT"
16100,8.2,74,70,26.5,6.8,38.5,7.19342315597168,21.5117606759534,24.8572733500799,0.7,37,28.167,22195399.12,479,"LT02","LT"
113900,5.3,82.7,262,19.8,9.3,50.5,1.02377807133421,3.73183619550859,15.4887714663144,1.04,243.8,11.713,8306738.5,793,"LU00","LU"
17100,7.6,73.1,71,21.4,7.3,39,6.70316301703163,15.316301703163,26.4111922141119,0.74,30,42.112,9805774.64,461,"LV00","LV"
7900,9.5,73.8,45,28,2.2,24.7,22.4987303199594,27.6032823995473,21.0495455878042,0.51,45.6,39.891,53157882.23,515,"ME00","ME"
6400,15.5,73.2,42,37.1,6.1,24,10.8179419525066,23.2776311931985,24.4503078276165,1.21,83.2,19.115,51853625.55,459,"MK00","MK"
32100,3.8,82.3,109,18.3,10.9,32.1,0.806142034548944,11.9385796545106,22.8406909788868,0.67,1646.4,12.631,2947111.31,611,"MT00","MT"
46600,5.4,80.8,120,20.4,3.4,41.9,2.47541539504917,8.54526958290946,21.9735503560529,1.05,248.5,13.117,154241732.36,514,"NL11","NL"
37300,4.5,81.3,96,18.3,5.2,33.5,4.49612403100775,12.6201550387597,22.9767441860465,3.25,191.6,13.117,154241732.36,514,"NL12","NL"
35900,3.5,81,93,17.4,3.7,35.8,2.18395632087358,10.1637967240655,24.1495170096598,1.79,185,13.117,154241732.36,514,"NL13","NL"
43700,3.8,81.1,113,15.3,3.7,39.9,2.86288297338021,13.2931525196719,24.7112004018081,0.98,346.4,13.117,154241732.36,514,"NL21","NL"
43300,3.9,81.4,112,15,5.7,42.7,2.15948396746751,9.5634289987847,23.8291109656913,2.51,418.3,13.117,154241732.36,514,"NL22","NL"
37800,4.6,81.1,98,19.1,9.8,35,2.76169265033408,8.73051224944321,25.2115812917595,1.2,296.6,13.117,154241732.36,514,"NL23","NL"
65100,4.5,81.6,168,18.3,4.9,49.1,1.28687388635914,6.87652610044216,24.2460238896588,6.81,1047.6,13.117,154241732.36,514,"NL32","NL"
40000,3.6,81.3,104,15.8,9.4,29.8,3.87997930677703,17.5892395240559,26.9011898603207,0.83,213.2,13.117,154241732.36,514,"NL34","NL"
62500,4,82.7,162,15,4.1,51.5,0.93831930453981,5.87829446667587,24.7826686904926,1.48,365.5,13.117,154241732.36,514,"NL35","NL"
49300,5.1,81,127,21.2,5.5,44.7,1.90170152241479,7.16430490438814,24.5482800400358,5.31,136.4,13.117,154241732.36,514,"NL36","NL"
53000,3.2,81.6,137,14.7,4.2,40,2.50938258885864,12.9663698579734,26.9997792332033,1.29,517.7,13.117,154241732.36,514,"NL41","NL"
44200,3.8,80.7,114,16.7,7.8,38.4,2.60416666666667,12.797619047619,24.2559523809524,2.51,517.6,13.117,154241732.36,514,"NL42","NL"
48100,3.6,82.4,104,17.3,8.7,38.4,4.29411764705882,10.5294117647059,19.8235294117647,2.51,7.5,75.038,58135896.48,799,"NO02","NO"
55300,3.5,83.6,120,20.6,12,48.6,3.80993150684932,8.9041095890411,17.8938356164384,3.37,12,75.038,58135896.48,799,"NO06","NO"
54200,3.8,82.6,118,15.6,13.6,40,4.51832907075874,8.48252344416027,19.9914748508099,4.04,4.5,75.038,58135896.48,799,"NO07","NO"
67700,5.3,83.2,147,16.8,13.4,51.7,0.607410406964973,6.6207734359182,22.109738813525,3.33,1047.6,75.038,58135896.48,799,"NO08","NO"
49000,4.4,82.9,106,15.4,10.5,41.2,1.73580464842601,13.2980288320094,21.2709620476611,1.87,104.1,75.038,58135896.48,799,"NO09","NO"
59300,3.9,83.6,129,16,11.3,48,2.63005780346821,17.9335260115607,19.1618497109827,2.83,409.5,75.038,58135896.48,799,"NO0A","NO"
14400,3.2,76.9,72,16,6.8,36.4,4.66939331970007,19.7137014314928,24.0627130197682,2.51,224.4,15.604,364929432.13,370,"PL21","PL"
16200,2.9,74.6,81,14.5,6.8,31.9,1.5180265654649,30.9087075690491,22.7282310773772,0.95,367.2,15.604,364929432.13,370,"PL22","PL"
16700,2.3,75.7,83,17.8,4.1,27.9,10.1986272246857,28.245155803924,24.9711474214906,0.9,118,15.604,364929432.13,370,"PL41","PL"
13300,3.5,75,66,14.6,12.2,30,5.09554140127389,21.104033970276,26.2137296532201,0.65,76.3,15.604,364929432.13,370,"PL42","PL"
13000,5.2,74.4,65,17.3,10,29.1,3.78416257883672,25.2511095538426,25.3912637234291,0.34,72.4,15.604,364929432.13,370,"PL43","PL"
17500,4.1,75.2,87,12.1,8.5,36.7,4.65312380222307,24.1395170563434,23.1353008815638,1.39,144.7,15.604,364929432.13,370,"PL51","PL"
13200,2.8,75.7,66,11.4,8.5,27.8,9.66455547736336,26.5775275627492,22.0971147079521,0.58,100.8,15.604,364929432.13,370,"PL52","PL"
13000,4.5,74.8,65,23.3,10.5,28.2,12.3215713143771,22.4734498115793,22.0737695557839,1.02,116.4,15.604,364929432.13,370,"PL61","PL"
11400,3.5,74.5,57,22.5,21.4,25.3,11.2328290732047,23.8914971309338,19.1618848895844,1.21,60.8,15.604,364929432.13,370,"PL62","PL"
15100,2.4,76.2,76,15.3,8.5,35,5.48665915069523,23.0552423900789,24.6335963923337,1.84,131,15.604,364929432.13,370,"PL63","PL"
15000,4.5,74.6,75,15.7,6.8,30.2,9.0831998492415,25.2237821539621,23.7821539621219,1.13,134.4,15.604,364929432.13,370,"PL71","PL"
11800,4.5,75.3,59,14.7,14.4,30.4,16.5659008464329,21.1003627569528,21.9467956469166,0.48,104.3,15.604,364929432.13,370,"PL72","PL"
11100,5.2,74.9,55,24.4,8,31.3,19.3453777569216,17.3744720788362,19.9554199906147,1.14,83.5,15.604,364929432.13,370,"PL81","PL"
11400,4.8,76.2,57,19.2,7.5,30.2,6.09376943166273,25.8301206317622,22.9822161422709,1.29,117.6,15.604,364929432.13,370,"PL82","PL"
12000,3.2,75.3,60,21,4.1,33,19.4277711084434,17.7671068427371,21.0284113645458,0.87,57.3,15.604,364929432.13,370,"PL84","PL"
30900,2.1,76.8,154,10.7,5.9,58.1,1.20950586519176,12.0403573816325,21.7954172491339,2.71,513.7,15.604,364929432.13,370,"PL91","PL"
14000,3.8,74.3,70,22,4.1,28.2,18.4849400624559,21.104059635338,21.3458245189886,0.35,79.1,15.604,364929432.13,370,"PL92","PL"
18200,6.7,82.7,65,25.8,4.7,24.9,2.14105016350959,27.9200345529709,23.3170852100944,1.97,169.1,33.982,49490409.4,510,"PT11","PT"
20000,8.6,80.7,71,25.4,12.4,24.8,1.8978102189781,4.72019464720195,37.712895377129,0.48,88.8,33.982,49490409.4,510,"PT15","PT"
18800,5.4,73.9,67,14.9,6.3,29.6,2.60306739833967,23.0336288166596,22.4145208948924,1.74,129.8,33.982,49490409.4,510,"PT19","PT"
31600,6.8,81.3,112,26.3,6.5,41.8,0.588853838065195,9.33753943217665,24.1850683491062,0.48,4334.3,33.982,49490409.4,510,"PT1A","PT"
14700,8.7,81.3,52,39.2,7.9,30.7,16.5659008464329,12.6680011438376,25.7935373177009,1.18,36,33.982,49490409.4,510,"PT1B","PT"
19700,6.8,83.3,70,28.6,15.4,21.4,10.8826479438315,14.543630892678,22.3169508525577,0.93,36.9,33.982,49490409.4,510,"PT1C","PT"
16900,6,80.7,60,42.5,7.9,21.5,5.22065186039804,17.6809922122873,27.7184886068647,0.98,30,33.982,49490409.4,510,"PT1D","PT"
18400,7,79.2,65,27.5,22.5,15.9,7.74443368828654,9.19651500484027,25.3630203291384,0.41,105.2,33.982,49490409.4,510,"PT20","PT"
20100,7.8,79.8,71,29.2,15.3,24.7,0.588853838065195,5.93607305936073,31.8721461187215,0.46,318,33.982,49490409.4,510,"PT30","PT"
11700,3.1,72.8,67,25,16.3,19.3,8.87611749680715,26.0901295384054,28.0605728881591,0.25,74.7,23.871,95730554.27,302,"RO11","RO"
11800,5.1,73.3,68,30.6,20.2,16.4,8.46923855584299,31.841187717917,24.5866606680913,0.35,68,23.871,95730554.27,302,"RO12","RO"
7900,6.8,72,45,42.7,15.3,12.3,24.6738327726266,14.8929186838434,25.1087224091245,0.25,87,23.871,95730554.27,302,"RO21","RO"
10200,6,72.1,58,50.3,22.9,12.9,13.6893091915581,23.6650905316572,27.8399261907508,0.1,70.2,23.871,95730554.27,302,"RO22","RO"
9500,7.7,72.4,54,37.2,15.1,13.9,9.70802919708029,25.9306569343066,27.1715328467153,0.27,85.2,23.871,95730554.27,302,"RO31","RO"
29500,3.5,73.9,168,16.4,7.9,41.1,0.722148833113166,9.67855570233377,32.5583443416997,0.97,1325.3,23.871,95730554.27,302,"RO32","RO"
9600,9.2,73.4,55,39.2,10.5,17.4,17.5265330188679,24.4103773584906,24.3808962264151,0.12,66.3,23.871,95730554.27,302,"RO41","RO"
12700,3.5,72.5,73,30.6,10.3,16.3,5.34440075724479,38.7359836901121,27.9889325760885,0.67,55.4,23.871,95730554.27,302,"RO42","RO"
13800,8.9,73.8,76,18.5,5.7,40.3,2.25409836065574,15.5874316939891,29.1120218579235,1.74,30,25.255,53157882.23,442,"RS11","RS"
7600,9.6,72.6,42,30.3,9.1,21.9,13.0521516101453,27.5862068965517,22.2713023653463,0.9,67.7,25.255,53157882.23,442,"RS12","RS"
5300,13,72.9,29,30.8,6.4,18.7,19.9773627617431,27.6032823995473,20.9818902093945,0.16,72.4,25.255,53157882.23,442,"RS21","RS"
5900,13.8,71.9,32,37,9.8,20.2,12.5522180226775,28.267356276109,21.4442013129103,0.21,117.6,25.255,53157882.23,442,"RS22","RS"
70300,8.3,84.1,164,13.3,7.5,56.1,0.909966812975056,5.2665799739922,16.6856306892068,3.57,365.5,62.527,42267027.09,418,"SE11","SE"
43700,9.8,83,102,19.4,7.5,44.6,1.44441578540108,13.941191643023,15.9530564869745,3.65,45.1,62.527,42267027.09,418,"SE12","SE"
44200,7.6,83.5,103,17.1,12.1,37.6,2.5089605734767,18.0747567844342,17.5371223758321,1.64,26.3,62.527,42267027.09,418,"SE21","SE"
43900,11.3,82.9,102,20.2,7.3,47.5,1.39789595042513,9.97261853292982,18.3023490416487,3.25,111,62.527,42267027.09,418,"SE22","SE"
48800,8.5,83.2,114,17.3,9.7,45.6,1.29631519853016,13.432683474533,18.3933857303256,5.31,70.7,62.527,42267027.09,418,"SE23","SE"
40600,9.8,82.5,95,18.8,8.7,35.4,3.05196590596646,14.6274401979654,18.2293098707726,1.05,13.5,62.527,42267027.09,418,"SE31","SE"
44200,6.3,82.2,103,21.5,1.9,40.1,1.99530516431925,12.3239436619718,16.7253521126761,0.7,5.3,62.527,42267027.09,418,"SE32","SE"
54300,6.2,82.3,126,14,7.6,43,2.31286795626577,12.6576955424727,16.0218671152229,2.51,3.4,62.527,42267027.09,418,"SE33","SE"
20000,5,79.7,71,14.9,2.8,35.3,4.82590103848503,28.5685196497658,18.6520057014865,1.52,89.4,25,12408467.5,511,"SI03","SI"
29800,4.5,82.1,106,11.5,3.4,46,1.98618307426598,20.6174438687392,21.1355785837651,2.59,128,25,12408467.5,511,"SI04","SI"
40300,2.6,77.1,158,6.1,5.9,46.7,2.15948396746751,12.8145114101814,23.9321240491515,1.52,333.2,17.419,34027819.56,497,"SK01","SK"
16800,4.7,74.6,66,11.9,11,23.6,2.24311770703523,35.9691854537215,20.7884898606548,0.78,122.7,17.419,34027819.56,497,"SK02","SK"
15700,7.5,74.3,62,19.3,7.5,24.5,3.28508700601724,28.1346560416328,21.6783216783217,0.72,82.5,17.419,34027819.56,497,"SK03","SK"
13700,10.9,73.9,54,20.5,14.4,27.7,2.94635004397537,23.5414834359425,21.0495455878042,0.57,104,17.419,34027819.56,497,"SK04","SK"
